text,sentiment
Extremely dissatisfied with this camera.,negative
The printer worked perfectly and made my day!,positive
The printer did its job as expected.,neutral
The printer worked perfectly and made my day!,positive
The camera broke after one use. Not worth it.,negative
The headphone broke after one use. Not worth it.,negative
"No complaints about the tablet, it's decent.",neutral
This camera is terrible and a waste of money.,negative
Extremely dissatisfied with this phone.,negative
This mouse is terrible and a waste of money.,negative
I'm really happy with this mouse.,positive
It's an average phone. Just fine.,neutral
I absolutely love this camera!,positive
Awful keyboard. Would not recommend.,negative
This printer is terrible and a waste of money.,negative
The mouse is neither good nor bad.,neutral
The printer worked perfectly and made my day!,positive
This mouse is terrible and a waste of money.,negative
It's an average headphone. Just fine.,neutral
The tablet broke after one use. Not worth it.,negative
The mouse worked perfectly and made my day!,positive
What an amazing phone. Highly recommend!,positive
Extremely dissatisfied with this printer.,negative
This laptop is terrible and a waste of money.,negative
It's an average microwave. Just fine.,neutral
"No complaints about the laptop, it's decent.",neutral
The headphone worked perfectly and made my day!,positive
It's an average headphone. Just fine.,neutral
Awful mouse. Would not recommend.,negative
Awful mouse. Would not recommend.,negative
What an amazing headphone. Highly recommend!,positive
I'm really happy with this microwave.,positive
I hate this laptop. Very disappointing.,negative
The watch is neither good nor bad.,neutral
"This mouse is okay, nothing special.",neutral
The phone worked perfectly and made my day!,positive
"This phone is okay, nothing special.",neutral
This printer is terrible and a waste of money.,negative
"This camera is okay, nothing special.",neutral
"This headphone is okay, nothing special.",neutral
This headphone is fantastic and exceeded my expectations.,positive
"This camera is okay, nothing special.",neutral
The headphone worked perfectly and made my day!,positive
The phone worked perfectly and made my day!,positive
"This laptop is okay, nothing special.",neutral
I hate this keyboard. Very disappointing.,negative
This watch is fantastic and exceeded my expectations.,positive
This watch is fantastic and exceeded my expectations.,positive
Awful laptop. Would not recommend.,negative
"No complaints about the camera, it's decent.",neutral
The laptop worked perfectly and made my day!,positive
It's an average headphone. Just fine.,neutral
I absolutely love this phone!,positive
The mouse is neither good nor bad.,neutral
The tablet is neither good nor bad.,neutral
I'm really happy with this laptop.,positive
Awful laptop. Would not recommend.,negative
The camera did its job as expected.,neutral
The printer did its job as expected.,neutral
I hate this headphone. Very disappointing.,negative
Awful microwave. Would not recommend.,negative
I absolutely love this tablet!,positive
Extremely dissatisfied with this camera.,negative
Awful headphone. Would not recommend.,negative
The headphone did its job as expected.,neutral
I absolutely love this printer!,positive
This printer is terrible and a waste of money.,negative
I'm really happy with this mouse.,positive
I absolutely love this microwave!,positive
It's an average watch. Just fine.,neutral
The phone is neither good nor bad.,neutral
I'm really happy with this phone.,positive
It's an average watch. Just fine.,neutral
The keyboard is neither good nor bad.,neutral
I'm really happy with this watch.,positive
This mouse is terrible and a waste of money.,negative
"No complaints about the keyboard, it's decent.",neutral
Awful phone. Would not recommend.,negative
The laptop worked perfectly and made my day!,positive
Awful keyboard. Would not recommend.,negative
I hate this phone. Very disappointing.,negative
I absolutely love this camera!,positive
I absolutely love this keyboard!,positive
Awful camera. Would not recommend.,negative
This tablet is terrible and a waste of money.,negative
I absolutely love this printer!,positive
The camera worked perfectly and made my day!,positive
The tablet did its job as expected.,neutral
I hate this camera. Very disappointing.,negative
What an amazing laptop. Highly recommend!,positive
"This tablet is okay, nothing special.",neutral
What an amazing phone. Highly recommend!,positive
The tablet broke after one use. Not worth it.,negative
I'm really happy with this microwave.,positive
The watch is neither good nor bad.,neutral
The laptop worked perfectly and made my day!,positive
This mouse is fantastic and exceeded my expectations.,positive
The microwave did its job as expected.,neutral
I'm really happy with this printer.,positive
Awful mouse. Would not recommend.,negative
I absolutely love this mouse!,positive
I'm really happy with this mouse.,positive
"No complaints about the mouse, it's decent.",neutral
What an amazing watch. Highly recommend!,positive
This headphone is fantastic and exceeded my expectations.,positive
The microwave did its job as expected.,neutral
I'm really happy with this phone.,positive
What an amazing tablet. Highly recommend!,positive
This laptop is fantastic and exceeded my expectations.,positive
"No complaints about the mouse, it's decent.",neutral
What an amazing keyboard. Highly recommend!,positive
I absolutely love this camera!,positive
The laptop broke after one use. Not worth it.,negative
The mouse worked perfectly and made my day!,positive
This mouse is fantastic and exceeded my expectations.,positive
The keyboard worked perfectly and made my day!,positive
This keyboard is fantastic and exceeded my expectations.,positive
I'm really happy with this laptop.,positive
I hate this headphone. Very disappointing.,negative
It's an average laptop. Just fine.,neutral
I absolutely love this watch!,positive
I absolutely love this watch!,positive
I'm really happy with this headphone.,positive
I hate this microwave. Very disappointing.,negative
I'm really happy with this mouse.,positive
It's an average watch. Just fine.,neutral
This printer is terrible and a waste of money.,negative
The tablet worked perfectly and made my day!,positive
The microwave did its job as expected.,neutral
I hate this mouse. Very disappointing.,negative
I absolutely love this camera!,positive
The keyboard did its job as expected.,neutral
"No complaints about the mouse, it's decent.",neutral
This camera is terrible and a waste of money.,negative
I hate this watch. Very disappointing.,negative
"No complaints about the mouse, it's decent.",neutral
This headphone is terrible and a waste of money.,negative
This laptop is fantastic and exceeded my expectations.,positive
This microwave is fantastic and exceeded my expectations.,positive
It's an average laptop. Just fine.,neutral
Extremely dissatisfied with this microwave.,negative
I'm really happy with this microwave.,positive
Extremely dissatisfied with this laptop.,negative
It's an average tablet. Just fine.,neutral
This printer is fantastic and exceeded my expectations.,positive
The watch did its job as expected.,neutral
This camera is fantastic and exceeded my expectations.,positive
I absolutely love this headphone!,positive
The printer worked perfectly and made my day!,positive
Extremely dissatisfied with this laptop.,negative
"This phone is okay, nothing special.",neutral
It's an average keyboard. Just fine.,neutral
The phone did its job as expected.,neutral
What an amazing keyboard. Highly recommend!,positive
"This microwave is okay, nothing special.",neutral
This mouse is fantastic and exceeded my expectations.,positive
I absolutely love this phone!,positive
The microwave is neither good nor bad.,neutral
I hate this keyboard. Very disappointing.,negative
What an amazing watch. Highly recommend!,positive
The watch broke after one use. Not worth it.,negative
Awful keyboard. Would not recommend.,negative
This phone is fantastic and exceeded my expectations.,positive
This tablet is fantastic and exceeded my expectations.,positive
I absolutely love this watch!,positive
The camera broke after one use. Not worth it.,negative
This laptop is terrible and a waste of money.,negative
Awful watch. Would not recommend.,negative
I'm really happy with this headphone.,positive
The keyboard worked perfectly and made my day!,positive
I absolutely love this mouse!,positive
I absolutely love this mouse!,positive
What an amazing printer. Highly recommend!,positive
The printer is neither good nor bad.,neutral
This watch is terrible and a waste of money.,negative
This headphone is fantastic and exceeded my expectations.,positive
Awful microwave. Would not recommend.,negative
What an amazing watch. Highly recommend!,positive
I'm really happy with this watch.,positive
The tablet did its job as expected.,neutral
The watch is neither good nor bad.,neutral
The printer worked perfectly and made my day!,positive
The watch did its job as expected.,neutral
I absolutely love this microwave!,positive
The headphone did its job as expected.,neutral
This mouse is terrible and a waste of money.,negative
The phone broke after one use. Not worth it.,negative
It's an average phone. Just fine.,neutral
The microwave broke after one use. Not worth it.,negative
The keyboard worked perfectly and made my day!,positive
This printer is fantastic and exceeded my expectations.,positive
"No complaints about the headphone, it's decent.",neutral
It's an average keyboard. Just fine.,neutral
Extremely dissatisfied with this microwave.,negative
This camera is terrible and a waste of money.,negative
It's an average keyboard. Just fine.,neutral
I'm really happy with this printer.,positive
The printer is neither good nor bad.,neutral
This microwave is fantastic and exceeded my expectations.,positive
What an amazing camera. Highly recommend!,positive
The laptop broke after one use. Not worth it.,negative
The camera worked perfectly and made my day!,positive
"This watch is okay, nothing special.",neutral
I'm really happy with this phone.,positive
Awful tablet. Would not recommend.,negative
The mouse worked perfectly and made my day!,positive
This microwave is fantastic and exceeded my expectations.,positive
The watch worked perfectly and made my day!,positive
What an amazing laptop. Highly recommend!,positive
I hate this watch. Very disappointing.,negative
Awful phone. Would not recommend.,negative
Awful keyboard. Would not recommend.,negative
I hate this phone. Very disappointing.,negative
The tablet worked perfectly and made my day!,positive
The microwave broke after one use. Not worth it.,negative
Extremely dissatisfied with this printer.,negative
The mouse broke after one use. Not worth it.,negative
I hate this keyboard. Very disappointing.,negative
Awful phone. Would not recommend.,negative
The mouse is neither good nor bad.,neutral
It's an average headphone. Just fine.,neutral
The laptop did its job as expected.,neutral
The camera did its job as expected.,neutral
"No complaints about the keyboard, it's decent.",neutral
Extremely dissatisfied with this microwave.,negative
This printer is terrible and a waste of money.,negative
The keyboard broke after one use. Not worth it.,negative
"This keyboard is okay, nothing special.",neutral
It's an average mouse. Just fine.,neutral
This camera is fantastic and exceeded my expectations.,positive
The keyboard broke after one use. Not worth it.,negative
I'm really happy with this phone.,positive
I hate this phone. Very disappointing.,negative
I'm really happy with this phone.,positive
I hate this printer. Very disappointing.,negative
This headphone is fantastic and exceeded my expectations.,positive
I absolutely love this laptop!,positive
Extremely dissatisfied with this printer.,negative
This watch is terrible and a waste of money.,negative
What an amazing mouse. Highly recommend!,positive
The laptop is neither good nor bad.,neutral
I hate this laptop. Very disappointing.,negative
This watch is terrible and a waste of money.,negative
What an amazing keyboard. Highly recommend!,positive
The camera did its job as expected.,neutral
I hate this phone. Very disappointing.,negative
The phone is neither good nor bad.,neutral
I hate this microwave. Very disappointing.,negative
Awful laptop. Would not recommend.,negative
The camera worked perfectly and made my day!,positive
I'm really happy with this keyboard.,positive
This phone is terrible and a waste of money.,negative
"No complaints about the headphone, it's decent.",neutral
The mouse is neither good nor bad.,neutral
I absolutely love this keyboard!,positive
I'm really happy with this laptop.,positive
Awful camera. Would not recommend.,negative
I absolutely love this printer!,positive
I'm really happy with this mouse.,positive
What an amazing tablet. Highly recommend!,positive
I'm really happy with this phone.,positive
This mouse is fantastic and exceeded my expectations.,positive
I'm really happy with this phone.,positive
"No complaints about the watch, it's decent.",neutral
This tablet is fantastic and exceeded my expectations.,positive
I absolutely love this headphone!,positive
I'm really happy with this keyboard.,positive
The tablet did its job as expected.,neutral
What an amazing laptop. Highly recommend!,positive
Extremely dissatisfied with this phone.,negative
The laptop worked perfectly and made my day!,positive
Extremely dissatisfied with this printer.,negative
This headphone is fantastic and exceeded my expectations.,positive
This camera is terrible and a waste of money.,negative
This mouse is fantastic and exceeded my expectations.,positive
The mouse worked perfectly and made my day!,positive
This camera is terrible and a waste of money.,negative
I hate this microwave. Very disappointing.,negative
This tablet is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
"No complaints about the phone, it's decent.",neutral
I'm really happy with this tablet.,positive
"This tablet is okay, nothing special.",neutral
What an amazing mouse. Highly recommend!,positive
The camera broke after one use. Not worth it.,negative
The laptop did its job as expected.,neutral
The printer is neither good nor bad.,neutral
The camera is neither good nor bad.,neutral
Extremely dissatisfied with this laptop.,negative
Extremely dissatisfied with this keyboard.,negative
Extremely dissatisfied with this watch.,negative
What an amazing printer. Highly recommend!,positive
"No complaints about the phone, it's decent.",neutral
"No complaints about the headphone, it's decent.",neutral
I'm really happy with this phone.,positive
What an amazing watch. Highly recommend!,positive
This laptop is fantastic and exceeded my expectations.,positive
It's an average headphone. Just fine.,neutral
I hate this mouse. Very disappointing.,negative
The watch is neither good nor bad.,neutral
I absolutely love this headphone!,positive
"This microwave is okay, nothing special.",neutral
The camera worked perfectly and made my day!,positive
I absolutely love this microwave!,positive
The printer broke after one use. Not worth it.,negative
Extremely dissatisfied with this phone.,negative
Extremely dissatisfied with this tablet.,negative
The mouse broke after one use. Not worth it.,negative
What an amazing watch. Highly recommend!,positive
I absolutely love this printer!,positive
I absolutely love this mouse!,positive
"No complaints about the keyboard, it's decent.",neutral
It's an average printer. Just fine.,neutral
I'm really happy with this mouse.,positive
I hate this tablet. Very disappointing.,negative
The camera broke after one use. Not worth it.,negative
Awful phone. Would not recommend.,negative
What an amazing printer. Highly recommend!,positive
The laptop did its job as expected.,neutral
This phone is terrible and a waste of money.,negative
What an amazing camera. Highly recommend!,positive
I absolutely love this keyboard!,positive
What an amazing printer. Highly recommend!,positive
I hate this phone. Very disappointing.,negative
"No complaints about the tablet, it's decent.",neutral
Extremely dissatisfied with this printer.,negative
Extremely dissatisfied with this microwave.,negative
I'm really happy with this printer.,positive
"This watch is okay, nothing special.",neutral
This mouse is terrible and a waste of money.,negative
"This watch is okay, nothing special.",neutral
The watch is neither good nor bad.,neutral
The watch worked perfectly and made my day!,positive
What an amazing headphone. Highly recommend!,positive
I absolutely love this keyboard!,positive
This microwave is terrible and a waste of money.,negative
This laptop is fantastic and exceeded my expectations.,positive
This watch is terrible and a waste of money.,negative
It's an average tablet. Just fine.,neutral
I'm really happy with this keyboard.,positive
I'm really happy with this tablet.,positive
I absolutely love this laptop!,positive
The phone worked perfectly and made my day!,positive
Extremely dissatisfied with this keyboard.,negative
I'm really happy with this headphone.,positive
This laptop is terrible and a waste of money.,negative
It's an average laptop. Just fine.,neutral
I hate this keyboard. Very disappointing.,negative
This phone is terrible and a waste of money.,negative
This tablet is terrible and a waste of money.,negative
I hate this microwave. Very disappointing.,negative
I hate this camera. Very disappointing.,negative
The headphone did its job as expected.,neutral
"This microwave is okay, nothing special.",neutral
The tablet is neither good nor bad.,neutral
I absolutely love this microwave!,positive
This tablet is fantastic and exceeded my expectations.,positive
The tablet worked perfectly and made my day!,positive
This tablet is fantastic and exceeded my expectations.,positive
"No complaints about the microwave, it's decent.",neutral
I absolutely love this keyboard!,positive
"No complaints about the camera, it's decent.",neutral
The microwave did its job as expected.,neutral
I absolutely love this microwave!,positive
This tablet is fantastic and exceeded my expectations.,positive
What an amazing tablet. Highly recommend!,positive
The laptop worked perfectly and made my day!,positive
The keyboard is neither good nor bad.,neutral
I'm really happy with this phone.,positive
Extremely dissatisfied with this printer.,negative
This tablet is terrible and a waste of money.,negative
This tablet is terrible and a waste of money.,negative
It's an average headphone. Just fine.,neutral
I'm really happy with this laptop.,positive
Awful tablet. Would not recommend.,negative
The laptop broke after one use. Not worth it.,negative
I'm really happy with this printer.,positive
The printer worked perfectly and made my day!,positive
Extremely dissatisfied with this tablet.,negative
"This laptop is okay, nothing special.",neutral
Extremely dissatisfied with this tablet.,negative
Extremely dissatisfied with this watch.,negative
I absolutely love this microwave!,positive
Awful microwave. Would not recommend.,negative
The printer worked perfectly and made my day!,positive
"No complaints about the keyboard, it's decent.",neutral
The tablet is neither good nor bad.,neutral
Awful laptop. Would not recommend.,negative
Awful mouse. Would not recommend.,negative
I absolutely love this microwave!,positive
The laptop broke after one use. Not worth it.,negative
The camera broke after one use. Not worth it.,negative
The watch did its job as expected.,neutral
It's an average keyboard. Just fine.,neutral
What an amazing printer. Highly recommend!,positive
I hate this headphone. Very disappointing.,negative
It's an average headphone. Just fine.,neutral
This watch is terrible and a waste of money.,negative
I hate this phone. Very disappointing.,negative
What an amazing tablet. Highly recommend!,positive
What an amazing microwave. Highly recommend!,positive
This tablet is fantastic and exceeded my expectations.,positive
What an amazing keyboard. Highly recommend!,positive
It's an average printer. Just fine.,neutral
"No complaints about the camera, it's decent.",neutral
I hate this phone. Very disappointing.,negative
I'm really happy with this mouse.,positive
The microwave did its job as expected.,neutral
What an amazing printer. Highly recommend!,positive
This printer is fantastic and exceeded my expectations.,positive
The microwave worked perfectly and made my day!,positive
The camera did its job as expected.,neutral
"No complaints about the printer, it's decent.",neutral
This laptop is terrible and a waste of money.,negative
I'm really happy with this phone.,positive
The laptop is neither good nor bad.,neutral
The printer broke after one use. Not worth it.,negative
The printer worked perfectly and made my day!,positive
It's an average microwave. Just fine.,neutral
What an amazing watch. Highly recommend!,positive
I hate this printer. Very disappointing.,negative
"This microwave is okay, nothing special.",neutral
Extremely dissatisfied with this mouse.,negative
I hate this camera. Very disappointing.,negative
I'm really happy with this tablet.,positive
This watch is terrible and a waste of money.,negative
It's an average camera. Just fine.,neutral
The microwave did its job as expected.,neutral
This mouse is fantastic and exceeded my expectations.,positive
The watch is neither good nor bad.,neutral
"No complaints about the tablet, it's decent.",neutral
This keyboard is terrible and a waste of money.,negative
"No complaints about the mouse, it's decent.",neutral
The microwave is neither good nor bad.,neutral
This printer is terrible and a waste of money.,negative
I'm really happy with this tablet.,positive
I absolutely love this phone!,positive
I hate this camera. Very disappointing.,negative
This mouse is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this mouse.,negative
I hate this phone. Very disappointing.,negative
What an amazing tablet. Highly recommend!,positive
What an amazing printer. Highly recommend!,positive
"This printer is okay, nothing special.",neutral
The keyboard did its job as expected.,neutral
The headphone did its job as expected.,neutral
I'm really happy with this headphone.,positive
I hate this headphone. Very disappointing.,negative
I absolutely love this laptop!,positive
I hate this laptop. Very disappointing.,negative
I'm really happy with this keyboard.,positive
What an amazing phone. Highly recommend!,positive
This mouse is terrible and a waste of money.,negative
I absolutely love this microwave!,positive
"This camera is okay, nothing special.",neutral
The phone broke after one use. Not worth it.,negative
It's an average printer. Just fine.,neutral
I'm really happy with this mouse.,positive
The watch broke after one use. Not worth it.,negative
The tablet worked perfectly and made my day!,positive
This tablet is terrible and a waste of money.,negative
The phone did its job as expected.,neutral
"No complaints about the watch, it's decent.",neutral
This headphone is fantastic and exceeded my expectations.,positive
What an amazing tablet. Highly recommend!,positive
What an amazing phone. Highly recommend!,positive
The headphone worked perfectly and made my day!,positive
Extremely dissatisfied with this printer.,negative
"No complaints about the microwave, it's decent.",neutral
This mouse is fantastic and exceeded my expectations.,positive
This laptop is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this printer.,negative
It's an average laptop. Just fine.,neutral
It's an average tablet. Just fine.,neutral
The headphone did its job as expected.,neutral
The camera worked perfectly and made my day!,positive
I absolutely love this keyboard!,positive
It's an average phone. Just fine.,neutral
It's an average tablet. Just fine.,neutral
"No complaints about the mouse, it's decent.",neutral
What an amazing printer. Highly recommend!,positive
It's an average mouse. Just fine.,neutral
"This camera is okay, nothing special.",neutral
The printer worked perfectly and made my day!,positive
"No complaints about the mouse, it's decent.",neutral
Awful microwave. Would not recommend.,negative
"No complaints about the watch, it's decent.",neutral
Awful phone. Would not recommend.,negative
I'm really happy with this tablet.,positive
This mouse is terrible and a waste of money.,negative
I hate this headphone. Very disappointing.,negative
I hate this printer. Very disappointing.,negative
I'm really happy with this watch.,positive
This laptop is fantastic and exceeded my expectations.,positive
I absolutely love this headphone!,positive
This headphone is fantastic and exceeded my expectations.,positive
I absolutely love this keyboard!,positive
Awful keyboard. Would not recommend.,negative
This mouse is fantastic and exceeded my expectations.,positive
The microwave worked perfectly and made my day!,positive
It's an average tablet. Just fine.,neutral
The headphone is neither good nor bad.,neutral
I'm really happy with this printer.,positive
I hate this tablet. Very disappointing.,negative
The watch worked perfectly and made my day!,positive
This printer is fantastic and exceeded my expectations.,positive
The printer did its job as expected.,neutral
The microwave broke after one use. Not worth it.,negative
I absolutely love this camera!,positive
"No complaints about the watch, it's decent.",neutral
The tablet is neither good nor bad.,neutral
The headphone is neither good nor bad.,neutral
I absolutely love this tablet!,positive
I hate this phone. Very disappointing.,negative
What an amazing watch. Highly recommend!,positive
It's an average keyboard. Just fine.,neutral
The laptop is neither good nor bad.,neutral
What an amazing tablet. Highly recommend!,positive
"No complaints about the laptop, it's decent.",neutral
The headphone did its job as expected.,neutral
The camera did its job as expected.,neutral
I absolutely love this headphone!,positive
The printer broke after one use. Not worth it.,negative
The laptop worked perfectly and made my day!,positive
The printer worked perfectly and made my day!,positive
This mouse is terrible and a waste of money.,negative
The printer worked perfectly and made my day!,positive
The tablet did its job as expected.,neutral
I absolutely love this headphone!,positive
"This microwave is okay, nothing special.",neutral
The printer worked perfectly and made my day!,positive
I'm really happy with this watch.,positive
I absolutely love this microwave!,positive
I absolutely love this keyboard!,positive
I'm really happy with this printer.,positive
"No complaints about the microwave, it's decent.",neutral
I hate this phone. Very disappointing.,negative
This laptop is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this phone.,negative
The microwave worked perfectly and made my day!,positive
Extremely dissatisfied with this printer.,negative
I hate this mouse. Very disappointing.,negative
"This headphone is okay, nothing special.",neutral
The mouse is neither good nor bad.,neutral
This keyboard is fantastic and exceeded my expectations.,positive
The keyboard did its job as expected.,neutral
The microwave worked perfectly and made my day!,positive
This tablet is fantastic and exceeded my expectations.,positive
I'm really happy with this watch.,positive
This camera is fantastic and exceeded my expectations.,positive
I'm really happy with this headphone.,positive
I'm really happy with this tablet.,positive
This phone is fantastic and exceeded my expectations.,positive
What an amazing camera. Highly recommend!,positive
The printer did its job as expected.,neutral
I absolutely love this headphone!,positive
I'm really happy with this watch.,positive
I'm really happy with this watch.,positive
Extremely dissatisfied with this laptop.,negative
What an amazing microwave. Highly recommend!,positive
The tablet broke after one use. Not worth it.,negative
This camera is fantastic and exceeded my expectations.,positive
Awful microwave. Would not recommend.,negative
What an amazing keyboard. Highly recommend!,positive
I hate this tablet. Very disappointing.,negative
I hate this tablet. Very disappointing.,negative
I absolutely love this headphone!,positive
The keyboard worked perfectly and made my day!,positive
Awful headphone. Would not recommend.,negative
I absolutely love this printer!,positive
This printer is terrible and a waste of money.,negative
I'm really happy with this watch.,positive
I hate this headphone. Very disappointing.,negative
The tablet broke after one use. Not worth it.,negative
"No complaints about the phone, it's decent.",neutral
The keyboard worked perfectly and made my day!,positive
What an amazing camera. Highly recommend!,positive
The keyboard did its job as expected.,neutral
The phone broke after one use. Not worth it.,negative
What an amazing printer. Highly recommend!,positive
The tablet did its job as expected.,neutral
Awful keyboard. Would not recommend.,negative
I absolutely love this headphone!,positive
"This camera is okay, nothing special.",neutral
The headphone is neither good nor bad.,neutral
This laptop is terrible and a waste of money.,negative
I'm really happy with this laptop.,positive
The laptop worked perfectly and made my day!,positive
What an amazing watch. Highly recommend!,positive
I hate this headphone. Very disappointing.,negative
"No complaints about the mouse, it's decent.",neutral
It's an average printer. Just fine.,neutral
What an amazing printer. Highly recommend!,positive
The headphone is neither good nor bad.,neutral
It's an average printer. Just fine.,neutral
This printer is fantastic and exceeded my expectations.,positive
The phone worked perfectly and made my day!,positive
The printer is neither good nor bad.,neutral
I absolutely love this tablet!,positive
I hate this phone. Very disappointing.,negative
I hate this camera. Very disappointing.,negative
It's an average camera. Just fine.,neutral
The tablet broke after one use. Not worth it.,negative
The keyboard worked perfectly and made my day!,positive
"This keyboard is okay, nothing special.",neutral
The keyboard did its job as expected.,neutral
This headphone is terrible and a waste of money.,negative
This microwave is fantastic and exceeded my expectations.,positive
The keyboard worked perfectly and made my day!,positive
What an amazing mouse. Highly recommend!,positive
I'm really happy with this laptop.,positive
I'm really happy with this microwave.,positive
What an amazing tablet. Highly recommend!,positive
"This phone is okay, nothing special.",neutral
I'm really happy with this tablet.,positive
The tablet broke after one use. Not worth it.,negative
"This tablet is okay, nothing special.",neutral
This tablet is fantastic and exceeded my expectations.,positive
"This camera is okay, nothing special.",neutral
The camera broke after one use. Not worth it.,negative
"This camera is okay, nothing special.",neutral
This camera is terrible and a waste of money.,negative
The headphone is neither good nor bad.,neutral
I absolutely love this watch!,positive
I absolutely love this keyboard!,positive
The keyboard broke after one use. Not worth it.,negative
This printer is fantastic and exceeded my expectations.,positive
I hate this laptop. Very disappointing.,negative
This microwave is terrible and a waste of money.,negative
It's an average mouse. Just fine.,neutral
I absolutely love this camera!,positive
"No complaints about the laptop, it's decent.",neutral
I absolutely love this microwave!,positive
I absolutely love this laptop!,positive
"No complaints about the tablet, it's decent.",neutral
"This headphone is okay, nothing special.",neutral
I'm really happy with this mouse.,positive
It's an average watch. Just fine.,neutral
The mouse broke after one use. Not worth it.,negative
Extremely dissatisfied with this keyboard.,negative
Awful tablet. Would not recommend.,negative
The watch worked perfectly and made my day!,positive
This headphone is fantastic and exceeded my expectations.,positive
I absolutely love this tablet!,positive
Awful phone. Would not recommend.,negative
The laptop broke after one use. Not worth it.,negative
Extremely dissatisfied with this watch.,negative
It's an average watch. Just fine.,neutral
What an amazing tablet. Highly recommend!,positive
The microwave did its job as expected.,neutral
This camera is fantastic and exceeded my expectations.,positive
The tablet did its job as expected.,neutral
The laptop is neither good nor bad.,neutral
This watch is terrible and a waste of money.,negative
Extremely dissatisfied with this printer.,negative
I'm really happy with this keyboard.,positive
This camera is fantastic and exceeded my expectations.,positive
Awful laptop. Would not recommend.,negative
"No complaints about the watch, it's decent.",neutral
I hate this laptop. Very disappointing.,negative
What an amazing tablet. Highly recommend!,positive
This phone is fantastic and exceeded my expectations.,positive
The watch worked perfectly and made my day!,positive
"This mouse is okay, nothing special.",neutral
The keyboard worked perfectly and made my day!,positive
"No complaints about the camera, it's decent.",neutral
This keyboard is terrible and a waste of money.,negative
I'm really happy with this camera.,positive
The phone is neither good nor bad.,neutral
I'm really happy with this mouse.,positive
Extremely dissatisfied with this laptop.,negative
Extremely dissatisfied with this printer.,negative
Awful printer. Would not recommend.,negative
The camera is neither good nor bad.,neutral
I absolutely love this phone!,positive
The mouse did its job as expected.,neutral
This laptop is terrible and a waste of money.,negative
"This laptop is okay, nothing special.",neutral
I hate this laptop. Very disappointing.,negative
Awful keyboard. Would not recommend.,negative
The microwave did its job as expected.,neutral
The camera broke after one use. Not worth it.,negative
I'm really happy with this headphone.,positive
I absolutely love this camera!,positive
Extremely dissatisfied with this phone.,negative
I absolutely love this tablet!,positive
I hate this mouse. Very disappointing.,negative
The phone worked perfectly and made my day!,positive
I absolutely love this microwave!,positive
Extremely dissatisfied with this watch.,negative
It's an average printer. Just fine.,neutral
I'm really happy with this phone.,positive
"No complaints about the mouse, it's decent.",neutral
This phone is fantastic and exceeded my expectations.,positive
What an amazing keyboard. Highly recommend!,positive
"No complaints about the headphone, it's decent.",neutral
"This printer is okay, nothing special.",neutral
The mouse broke after one use. Not worth it.,negative
The microwave worked perfectly and made my day!,positive
The laptop broke after one use. Not worth it.,negative
The microwave broke after one use. Not worth it.,negative
This mouse is terrible and a waste of money.,negative
"This phone is okay, nothing special.",neutral
The tablet did its job as expected.,neutral
This tablet is terrible and a waste of money.,negative
I hate this laptop. Very disappointing.,negative
I absolutely love this printer!,positive
I'm really happy with this phone.,positive
I absolutely love this printer!,positive
"This mouse is okay, nothing special.",neutral
It's an average keyboard. Just fine.,neutral
The laptop worked perfectly and made my day!,positive
I absolutely love this keyboard!,positive
This printer is fantastic and exceeded my expectations.,positive
"This phone is okay, nothing special.",neutral
"This keyboard is okay, nothing special.",neutral
It's an average printer. Just fine.,neutral
"No complaints about the camera, it's decent.",neutral
The laptop worked perfectly and made my day!,positive
I hate this microwave. Very disappointing.,negative
The mouse is neither good nor bad.,neutral
The phone is neither good nor bad.,neutral
I'm really happy with this keyboard.,positive
It's an average watch. Just fine.,neutral
"This headphone is okay, nothing special.",neutral
The keyboard is neither good nor bad.,neutral
What an amazing phone. Highly recommend!,positive
The microwave broke after one use. Not worth it.,negative
The keyboard worked perfectly and made my day!,positive
I'm really happy with this mouse.,positive
The mouse is neither good nor bad.,neutral
"This microwave is okay, nothing special.",neutral
I absolutely love this phone!,positive
I absolutely love this watch!,positive
It's an average tablet. Just fine.,neutral
What an amazing keyboard. Highly recommend!,positive
The headphone is neither good nor bad.,neutral
"This tablet is okay, nothing special.",neutral
The phone is neither good nor bad.,neutral
The printer did its job as expected.,neutral
The printer worked perfectly and made my day!,positive
What an amazing phone. Highly recommend!,positive
It's an average headphone. Just fine.,neutral
This microwave is terrible and a waste of money.,negative
This watch is terrible and a waste of money.,negative
I hate this laptop. Very disappointing.,negative
Awful camera. Would not recommend.,negative
I hate this watch. Very disappointing.,negative
I'm really happy with this watch.,positive
I'm really happy with this printer.,positive
Awful camera. Would not recommend.,negative
Awful printer. Would not recommend.,negative
I hate this watch. Very disappointing.,negative
Extremely dissatisfied with this phone.,negative
This laptop is fantastic and exceeded my expectations.,positive
I'm really happy with this microwave.,positive
The headphone is neither good nor bad.,neutral
This laptop is fantastic and exceeded my expectations.,positive
I'm really happy with this watch.,positive
What an amazing tablet. Highly recommend!,positive
The keyboard worked perfectly and made my day!,positive
The keyboard is neither good nor bad.,neutral
This tablet is fantastic and exceeded my expectations.,positive
